Format,OpenTRACK,,,,,,
Name,2025 Endurance,,,,,,
Country,USA,,,,,,
City,"Brooklyn, Michigan",,,,,,
1675,39.7,-31.32,1.15,296.6,0,1,1
1676,40,-31.14,0.95,296.6,0,1,1
1677,40.3,-32.4,1.37,296.6,0,1,1
1678,40.3,-29.88,1.11,296.6,0,1,1
1679,40.3,-25.2,0.35,296.6,0,1,1
1679,40.3,-25.56,1.43,296.62,0,1,1
1680,40.3,-29.16,1.25,296.66,0,1,1
1681,40.2,-24.12,0.67,296.7,0,1,1
1682,40.1,-19.44,1.33,296.7,0,1,1
1683,40.3,-22.86,0.47,296.7,0,1,1
1684,40.5,-21.6,0.47,296.7,0,1,1
1685,40.2,-15.3,0.66,296.7,0,1,1
1686,39.9,-10.8,0.41,296.7,0,1,1
1686,39.8,0.72,-0.62,296.7,0,1,1
1687,39.6,16.56,-0.54,296.7,0,1,1
1688,38.8,24.48,-0.3,296.68,0,1,1
1689,38,29.88,-0.75,296.64,0,1,1
1690,38.5,33.48,-0.98,296.6,0,1,1
1691,38.9,39.96,-0.95,296.6,0,1,1
1692,38.8,36.54,-1.21,296.6,0,1,1
1693,38.7,39.96,-1.26,296.58,0,1,1
1693,38.3,56.16,-1.31,296.54,0,1,1
1694,38,50.4,-1.21,296.5,0,1,1
1695,38,34.74,-1.02,296.5,0,1,1
1696,38.1,39.6,-1.12,296.5,0,1,1
1697,38.1,39.24,-1.16,296.5,0,1,1
1698,38.1,29.52,-1.39,296.5,0,1,1
1699,37.9,28.8,-1.19,296.5,0,1,1
1699,37.8,30.96,-1.35,296.5,0,1,1
1700,37.9,22.5,-1.13,296.5,0,1,1
1701,37.9,11.88,-0.53,296.5,0,1,1
1702,38.4,1.44,-0.32,296.5,0,1,1
1703,38.9,-14.04,0.21,296.5,0,1,1
1704,39,-21.96,0.23,296.5,0,1,1
1705,39,-30.24,0.5,296.5,0,1,1
1705,39,-32.58,0.77,296.5,0,1,1
1706,38.9,-30.6,0.63,296.5,0,1,1
1707,39,-29.52,1.07,296.5,0,1,1
1708,39.1,-29.16,0.81,296.5,0,1,1
1709,38.9,-26.64,0.88,296.5,0,1,1
1710,38.6,-25.2,0.92,296.52,0,1,1
1710,38.8,-24.12,1.06,296.56,0,1,1
1711,39,-24.48,0.87,296.6,0,1,1
1712,39.3,-22.14,0.85,296.6,0,1,1
1713,39.6,-20.52,0.66,296.6,0,1,1
1714,39.8,-18.9,0.34,296.6,0,1,1
1715,39.9,-16.56,1.02,296.6,0,1,1
1716,39.6,-14.04,0.49,296.6,0,1,1
1716,39.4,-15.12,0.27,296.6,0,1,1
1717,39.2,-13.86,0.12,296.6,0,1,1
1718,39,-3.6,0.74,296.58,0,1,1
1719,39,1.44,0.04,296.54,0,1,1
1720,38.9,9,-0.86,296.5,0,1,1
1721,39.2,23.04,-0.89,296.5,0,1,1
1722,39.5,36.72,-1.28,296.5,0,1,1
1722,39.4,43.2,-1.25,296.52,0,1,1
1723,39.2,43.2,-1.18,296.56,0,1,1
1724,38.6,44.28,-1.14,296.6,0,1,1
1725,38,43.56,-1.13,296.6,0,1,1
1726,37.9,40.86,-1.41,296.6,0,1,1
1727,37.8,39.24,-1.12,296.6,0,1,1
1728,37.7,38.88,-1.48,296.6,0,1,1
1729,37.6,36.72,-1.38,296.6,0,1,1
1729,36.9,32.94,-0.75,296.6,0,1,1
1730,36.3,28.08,-1.19,296.6,0,1,1
1731,36.8,18.36,-1.02,296.6,0,1,1
1732,37.3,19.44,-0.67,296.6,0,1,1
1733,37.1,19.26,-0.9,296.6,0,1,1
1734,36.9,19.44,-1.25,296.6,0,1,1
1734,37.4,21.24,-0.69,296.6,0,1,1
1735,37.9,18.36,-0.91,296.62,0,1,1
1736,37.8,12.24,-0.28,296.66,0,1,1
1737,37.7,13.32,-0.63,296.7,0,1,1
1738,37,10.8,-0.17,296.7,0,1,1
1739,36.2,7.2,0.25,296.7,0,1,1
1740,35,4.32,-0.12,296.7,0,1,1
1740,33.7,2.88,-0.38,296.7,0,1,1
1741,32.9,0,0.26,296.7,0,1,1
1742,32.2,0,0.05,296.7,0,1,1
1743,31,-6.12,0.38,296.7,0,1,1
1744,29.9,-8.28,0.12,296.7,0,1,1
1744,29.8,-12.06,0.11,296.7,0,1,1
1745,29.6,-13.32,0.12,296.7,0,1,1
1746,29.3,-6.12,0.03,296.7,0,1,1
1747,29,-5.4,0.16,296.7,0,1,1
1747,28.7,-5.58,0.27,296.7,0,1,1
1748,28.4,-4.32,0.55,296.7,0,1,1
1749,28.5,-7.56,0.32,296.7,0,1,1
1749,28.7,-12.6,0.45,296.7,0,1,1
1750,28.1,-13.68,0,296.7,0,1,1
1751,27.5,-15.12,0.37,296.7,0,1,1
1751,27.2,-21.24,0.82,296.7,0,1,1
1752,26.8,-34.92,0.61,296.7,0,1,1
1752,26,-40.5,0.84,296.7,0,1,1
1753,25.3,-37.44,0.72,296.7,0,1,1
1754,24.7,-36.36,0.98,296.68,0,1,1
1754,24.2,-39.6,0.99,296.64,0,1,1
1755,23.6,-40.5,1.15,296.6,0,1,1
1755,22.9,-47.16,1.09,296.6,0,1,1
1756,22.9,-56.16,0.99,296.6,0,1,1
1756,22.9,-59.04,1.01,296.58,0,1,1
1757,22.4,-58.14,1.34,296.54,0,1,1
1757,21.8,-64.08,1.2,296.5,0,1,1
1758,25.7,-68.94,0.84,296.5,0,1,1
1758,29.6,-62.28,1.16,296.5,0,1,1
1759,26.9,-69.3,1.03,296.48,0,1,1
1759,24.3,-75.24,1.04,296.44,0,1,1
1760,25.4,-78.66,1.5,296.4,0,1,1
1760,26.4,-89.64,1.55,296.4,0,1,1
1760,24.8,-98.64,1.15,296.4,0,1,1
1761,23.1,-94.32,1.06,296.4,0,1,1
1761,23.5,-86.04,0.9,296.4,0,1,1
1762,23.8,-80.64,1.33,296.4,0,1,1
1762,24,-79.38,1.28,296.4,0,1,1
1763,24.1,-75.24,0.91,296.4,0,1,1
1763,24.4,-55.62,0.79,296.4,0,1,1
1764,24.7,-45,1.12,296.4,0,1,1
1764,25,-44.28,0.81,296.4,0,1,1
1765,25.3,-34.2,1.19,296.4,0,1,1
1765,25.4,-16.02,0.39,296.4,0,1,1
1766,25.5,5.4,0.34,296.4,0,1,1
1766,26.5,30.06,-0.29,296.4,0,1,1
1767,27.5,51.84,-1.07,296.4,0,1,1
1767,27.6,64.26,-1.29,296.4,0,1,1
1768,27.6,65.16,-0.9,296.4,0,1,1
1769,27.4,58.86,-1.16,296.4,0,1,1
1769,27.2,47.88,-1.04,296.4,0,1,1
1770,27.2,47.88,-1.22,296.4,0,1,1
1770,27.2,38.88,-0.79,296.4,0,1,1
1771,27.4,34.02,-0.85,296.4,0,1,1
1772,27.6,45.36,-1.01,296.42,0,1,1
1772,27.5,57.06,-1.03,296.46,0,1,1
1773,27.4,45.72,-0.76,296.5,0,1,1
1774,27.7,39.6,-1.42,296.5,0,1,1
1774,28.1,50.4,-1.03,296.5,0,1,1
1775,27.8,54.72,-0.94,296.5,0,1,1
1775,27.5,24.12,-0.34,296.5,0,1,1
1776,27.7,8.46,-0.66,296.5,0,1,1
1777,27.9,6.84,-0.09,296.5,0,1,1
1777,28.3,-4.32,0.28,296.5,0,1,1
1778,28.7,-12.6,0.47,296.5,0,1,1
1778,28.9,-24.12,0.91,296.5,0,1,1
1779,29.1,-32.04,0.98,296.5,0,1,1
1780,29.4,-43.38,1.22,296.5,0,1,1
1780,29.8,-55.8,1.24,296.5,0,1,1
1781,29.6,-55.08,1.33,296.52,0,1,1
1782,29.4,-48.24,0.99,296.56,0,1,1
1782,30,-55.08,1.31,296.6,0,1,1
1783,30.6,-62.28,1.54,296.6,0,1,1
1784,29.4,-51.84,1.09,296.6,0,1,1
1784,28.2,-46.08,1.58,296.6,0,1,1
1785,28.4,-52.38,1.29,296.6,0,1,1
1786,28.5,-58.68,2.07,296.6,0,1,1
1786,28.6,-53.46,0.87,296.6,0,1,1
1787,28.6,-51.12,0.94,296.6,0,1,1
1787,28.8,-57.42,1.23,296.6,0,1,1
1788,29,-59.4,0.64,296.6,0,1,1
1789,29.3,-42.12,0.98,296.6,0,1,1
1789,29.6,-37.8,1.36,296.6,0,1,1
1790,29.4,-40.14,1.15,296.6,0,1,1
1791,29.3,-32.04,1.11,296.58,0,1,1
1791,29.7,-25.56,1.03,296.54,0,1,1
1792,30.1,-36,1.38,296.5,0,1,1
1793,30.7,-41.58,0.97,296.5,0,1,1
1793,31.2,-32.04,1.06,296.5,0,1,1
1794,31.3,-31.5,0.8,296.52,0,1,1
1795,31.4,-42.48,0.75,296.56,0,1,1
1795,31.4,-25.74,0.02,296.6,0,1,1
1796,31.5,0,-0.23,296.6,0,1,1
1797,32.5,5.22,-0.06,296.6,0,1,1
1797,33.5,15.48,-0.49,296.6,0,1,1
1798,33.9,20.16,-0.74,296.6,0,1,1
1799,34.4,25.2,-0.75,296.6,0,1,1
1799,34.9,34.2,-0.89,296.6,0,1,1
1800,35.4,36.72,-1.07,296.6,0,1,1
1801,35.8,31.32,-0.75,296.6,0,1,1
1802,36.2,30.96,-0.98,296.6,0,1,1
1802,36.5,32.94,-0.93,296.6,0,1,1
1803,36.8,23.04,-0.28,296.6,0,1,1
1804,37,16.02,-0.71,296.6,0,1,1
1805,37.3,18,-0.44,296.6,0,1,1
1806,37.5,12.42,-0.2,296.6,0,1,1
1806,37.7,9.36,-0.44,296.6,0,1,1
1807,37.8,6.48,0.11,296.6,0,1,1
1808,37.9,2.88,0.35,296.6,0,1,1
1809,37.9,1.44,0.08,296.58,0,1,1
1810,38,0.72,0.03,296.54,0,1,1
1811,38,-1.62,0.38,296.5,0,1,1
1812,38.1,-11.88,0.54,296.5,0,1,1
1812,38.3,-21.06,0.95,296.5,0,1,1
1813,38.5,-27.72,0.94,296.5,0,1,1
1814,38.1,-31.32,0.94,296.5,0,1,1
1815,37.6,-33.48,1.09,296.5,0,1,1
1816,37.7,-32.22,0.92,296.5,0,1,1
1817,37.7,-31.68,1.13,296.5,0,1,1
1818,37.7,-32.04,1.14,296.5,0,1,1
1818,37.6,-29.52,1.03,296.5,0,1,1
1819,37.8,-28.98,1.26,296.5,0,1,1
1820,38,-31.32,1.02,296.5,0,1,1
1821,38,-31.14,1.3,296.5,0,1,1
1822,38.1,-30.6,0.99,296.5,0,1,1
1823,36.6,-31.32,0.95,296.5,0,1,1
1824,35.1,-29.52,0.44,296.5,0,1,1
1824,34.7,-20.52,0.54,296.5,0,1,1
1825,34.3,-10.8,0.52,296.5,0,1,1
1826,33.1,-6.12,0.07,296.5,0,1,1
1827,31.9,-2.88,0.35,296.5,0,1,1
1828,31.4,3.24,-0.31,296.5,0,1,1
1828,30.9,21.6,-1.07,296.5,0,1,1
1829,30.7,41.76,-0.88,296.5,0,1,1
1830,30.4,55.8,-0.7,296.5,0,1,1
1831,30.1,59.58,-1.17,296.5,0,1,1
1831,29.8,60.48,-1.05,296.5,0,1,1
1832,29.6,58.14,-1.21,296.5,0,1,1
1833,29.3,54.72,-1.87,296.5,0,1,1
1833,29.5,51.48,-0.81,296.48,0,1,1
1834,29.6,40.32,-1.44,296.44,0,1,1
1835,29.5,26.82,-0.92,296.4,0,1,1
1835,29.4,20.88,-0.45,296.4,0,1,1
1836,29.3,11.52,-0.17,296.4,0,1,1
1837,29.3,6.48,0.08,296.4,0,1,1
1837,29.3,3.78,0.09,296.4,0,1,1
1838,29.3,-6.84,0.57,296.4,0,1,1
1838,29.2,-21.6,0.82,296.4,0,1,1
1839,29.1,-33.84,1.04,296.4,0,1,1
1840,28.5,-42.12,0.91,296.4,0,1,1
1840,27.8,-45,1.08,296.4,0,1,1
1841,27.8,-49.5,1.2,296.4,0,1,1
1841,27.8,-57.6,1.48,296.4,0,1,1
1842,28.5,-61.2,1.26,296.4,0,1,1
1843,29.2,-57.24,1.53,296.4,0,1,1
1843,28.4,-57.06,1.26,296.4,0,1,1
1844,27.6,-56.88,0.88,296.4,0,1,1
1845,27.6,-46.26,1.05,296.4,0,1,1
1845,27.6,-36,1.06,296.4,0,1,1
1846,28.1,-33.12,1.01,296.42,0,1,1
1846,28.6,-30.24,0.85,296.46,0,1,1
1847,28.5,-25.74,0.54,296.5,0,1,1
1848,28.5,-19.08,0.52,296.5,0,1,1
1848,28.8,-11.52,0.16,296.5,0,1,1
1849,29.1,-1.44,0.05,296.5,0,1,1
1849,29.4,7.74,-0.41,296.5,0,1,1
1850,29.7,21.6,-0.75,296.5,0,1,1
1850,29.9,34.74,-0.89,296.5,0,1,1
1851,30,43.56,-1.4,296.5,0,1,1
1852,29.8,53.1,-1.54,296.5,0,1,1
1852,29.6,65.52,-1.69,296.5,0,1,1
1853,29.1,68.04,-1.39,296.5,0,1,1
1854,28.5,60.84,-1.37,296.5,0,1,1
1854,28.5,57.06,-1.52,296.5,0,1,1
1855,28.5,61.2,-1.04,296.48,0,1,1
1856,28.4,56.7,-1.1,296.44,0,1,1
1856,28.3,36.72,-0.96,296.4,0,1,1
1857,28.2,21.42,-0.79,296.4,0,1,1
1857,28.1,16.56,-0.22,296.4,0,1,1
1858,28.3,5.58,-0.23,296.4,0,1,1
1859,28.4,0,-0.34,296.4,0,1,1
1859,28.9,-8.82,0.54,296.4,0,1,1
1860,29.4,-21.96,0.91,296.4,0,1,1
1861,29.6,-33.84,0.76,296.4,0,1,1
1861,29.7,-42.48,0.55,296.42,0,1,1
1862,29.2,-48.06,1.12,296.46,0,1,1
1862,28.7,-55.44,1.47,296.5,0,1,1
1863,28.8,-62.82,1.22,296.5,0,1,1
1864,28.9,-63.36,1.08,296.5,0,1,1
1864,29.4,-57.42,1.11,296.5,0,1,1
1865,29.8,-59.4,1.21,296.5,0,1,1
1866,28.9,-67.32,1.05,296.5,0,1,1
1866,27.9,-59.76,1.61,296.5,0,1,1
1867,28.3,-54.54,1.09,296.5,0,1,1
1868,28.7,-59.76,1.74,296.48,0,1,1
1868,28.6,-56.88,1.39,296.44,0,1,1
1869,28.5,-33.12,0.57,296.4,0,1,1
1869,28.1,-13.32,0.87,296.4,0,1,1
1870,27.8,-3.6,0.41,296.4,0,1,1
1871,28.2,6.66,-0.04,296.4,0,1,1
1871,28.7,13.32,-0.43,296.4,0,1,1
1872,29,25.56,-0.85,296.4,0,1,1
1872,29.3,34.92,-1.03,296.4,0,1,1
1873,29.3,42.66,-1.11,296.4,0,1,1
1873,29.3,54,-1.92,296.4,0,1,1
1874,29.3,63,-1.58,296.4,0,1,1
1874,29.4,63.72,-1.89,296.4,0,1,1
1875,29.1,56.52,-1.39,296.4,0,1,1
1876,28.9,56.52,-0.97,296.4,0,1,1
1876,29.4,61.56,-1.76,296.4,0,1,1
1877,30,61.2,-0.56,296.4,0,1,1
1877,29.9,44.28,-0.84,296.4,0,1,1
1878,29.9,33.48,-1.19,296.4,0,1,1
1879,29.7,23.58,-1,296.4,0,1,1
1879,29.5,11.88,-0.65,296.42,0,1,1
1880,29.5,4.5,-0.49,296.46,0,1,1
1881,29.5,-2.52,0.54,296.5,0,1,1
1881,29.9,-17.1,0.57,296.5,0,1,1
1882,30.3,-32.4,0.52,296.5,0,1,1
1882,30.2,-46.8,1.42,296.5,0,1,1
1883,30.1,-55.44,1.27,296.5,0,1,1
1884,30.2,-57.78,1.19,296.5,0,1,1
1884,30.3,-57.24,1.89,296.5,0,1,1
1885,29.8,-57.96,1.23,296.5,0,1,1
1886,29.4,-59.04,1.3,296.52,0,1,1
1886,29.5,-59.58,1.28,296.56,0,1,1
1887,29.7,-61.56,0.91,296.6,0,1,1
1888,29.5,-59.22,1.71,296.6,0,1,1
1888,29.3,-56.88,1.7,296.6,0,1,1
1889,29.6,-61.02,1.83,296.6,0,1,1
1889,29.8,-67.68,1.48,296.6,0,1,1
1890,30,-59.94,1.06,296.6,0,1,1
1891,30.2,-45.72,0.67,296.6,0,1,1
1891,30.2,-39.06,1.46,296.6,0,1,1
1892,30.2,-25.2,0.83,296.6,0,1,1
1892,30.1,0.18,0.48,296.6,0,1,1
1893,30.1,16.92,-0.34,296.6,0,1,1
1894,30.4,27.54,-0.66,296.6,0,1,1
1894,30.7,33.12,-0.97,296.6,0,1,1
1895,30.6,42.12,-1.11,296.58,0,1,1
1896,30.5,44.64,-1.03,296.54,0,1,1
1896,30.2,40.5,-1.16,296.5,0,1,1
1897,29.9,34.2,-0.57,296.5,0,1,1
1897,29.5,21.06,-0.6,296.5,0,1,1
1898,29.1,15.12,-1.04,296.5,0,1,1
1899,29.3,30.42,-0.97,296.5,0,1,1
1899,29.5,45.36,-1.38,296.5,0,1,1
1900,29.4,53.64,-1.41,296.5,0,1,1
1901,29.3,64.08,-1.32,296.5,0,1,1
1901,29,69.48,-1.39,296.5,0,1,1
1902,28.7,69.12,-1.34,296.5,0,1,1
1903,28.4,62.1,-1.28,296.5,0,1,1
1903,28.1,60.12,-2.04,296.5,0,1,1
1904,28.3,64.44,-0.85,296.5,0,1,1
1904,28.5,48.6,-0.43,296.5,0,1,1
1905,28.4,23.22,-1.07,296.5,0,1,1
1906,28.4,13.68,-1.38,296.5,0,1,1
1906,28.9,14.04,-0.36,296.5,0,1,1
1907,29.4,10.08,-0.28,296.5,0,1,1
1908,30.3,13.68,-0.74,296.48,0,1,1
1908,31.2,27.36,-1.24,296.44,0,1,1
1909,31.6,34.92,-0.59,296.4,0,1,1
1910,32,28.8,-0.98,296.4,0,1,1
1910,32.7,27,-0.92,296.4,0,1,1
1911,33.4,37.8,-0.49,296.38,0,1,1
1912,33.6,25.38,-0.57,296.34,0,1,1
1912,33.8,9.72,-0.85,296.3,0,1,1
1913,34.7,17.64,-0.88,296.3,0,1,1
1914,35.5,21.6,-0.79,296.3,0,1,1
1914,35.7,14.04,-0.34,296.3,0,1,1
1915,35.9,11.16,-0.25,296.3,0,1,1
1916,36.5,15.84,-0.28,296.3,0,1,1
1917,37.1,13.68,-0.08,296.3,0,1,1
1917,37.7,12.06,-0.5,296.3,0,1,1
1918,38.2,16.56,-0.44,296.32,0,1,1
1919,38.5,14.76,-0.72,296.36,0,1,1
1920,38.8,19.08,-0.82,296.4,0,1,1
1921,39.7,21.96,-0.69,296.4,0,1,1
1921,40.6,20.52,-0.63,296.4,0,1,1
1922,40.5,25.74,-1.03,296.42,0,1,1
1923,40.4,26.28,-1.06,296.46,0,1,1
1924,40.9,22.14,-0.74,296.5,0,1,1
1925,41.4,29.16,-0.58,296.5,0,1,1
1926,42,36.18,-1.19,296.5,0,1,1
1927,42.5,32.76,-0.93,296.48,0,1,1
1927,42.8,28.08,-0.87,296.44,0,1,1
1928,43,29.88,-1.26,296.4,0,1,1
1929,43.3,29.88,-1.13,296.4,0,1,1
1930,43.6,20.16,-0.69,296.4,0,1,1
1931,43.9,18.36,-0.84,296.4,0,1,1
1932,44.2,19.8,-0.45,296.4,0,1,1
1933,44.3,8.64,-0.35,296.4,0,1,1
1934,44.4,6.12,-0.72,296.4,0,1,1
1935,45.2,15.48,-0.58,296.4,0,1,1
1936,46,16.92,-0.62,296.42,0,1,1
1937,46.4,8.28,-0.66,296.46,0,1,1
1938,46.7,13.32,-0.07,296.5,0,1,1
1939,46.5,13.14,0.11,296.5,0,1,1
1940,46.2,-1.44,-0.4,296.5,0,1,1
1941,47,-3.24,-0.49,296.5,0,1,1
1942,47.8,-2.16,0.14,296.5,0,1,1
1943,47.9,-5.4,0.27,296.5,0,1,1
1944,48,-7.56,0.42,296.5,0,1,1
1945,48.2,-10.44,0.32,296.5,0,1,1
1946,48.4,-12.24,0.61,296.5,0,1,1
1948,49,-9.18,0.54,296.5,0,1,1
1949,49.6,-11.88,0.58,296.5,0,1,1
1950,49.6,-16.38,0.62,296.5,0,1,1
1951,49.7,-14.76,0.29,296.5,0,1,1
1952,50.4,-16.56,0.8,296.5,0,1,1
1953,51.2,-19.44,1.03,296.5,0,1,1
1954,51.3,-13.14,0.63,296.5,0,1,1
1955,51.5,-15.84,0.77,296.5,0,1,1
1956,51.9,-19.44,0.76,296.5,0,1,1
1958,52.3,-15.84,1,296.5,0,1,1
1959,52.8,-12.24,0.73,296.5,0,1,1
1960,53.3,-18,0.3,296.5,0,1,1
1961,53.1,-8.82,0.57,296.5,0,1,1
1962,53,-5.04,1.4,296.5,0,1,1
1963,53.6,-20.7,0.97,296.5,0,1,1
1964,54.2,-27,0.1,296.5,0,1,1
1966,54.3,-9.18,0.93,296.5,0,1,1
1967,54.5,-9.36,1.09,296.5,0,1,1
1968,54.6,-12.96,0.35,296.5,0,1,1
1969,54.7,-10.44,0.21,296.48,0,1,1
1970,54.8,-10.26,0.74,296.44,0,1,1
1971,55,-10.08,0.88,296.4,0,1,1
1973,54.6,-10.62,0.77,296.4,0,1,1
1974,54.1,-12.6,0.38,296.4,0,1,1
1975,53.6,-14.4,0.54,296.38,0,1,1
1976,53.1,-11.88,0.5,296.34,0,1,1
1978,52,-12.96,0.66,296.3,0,1,1
1979,51,-14.04,0.36,296.3,0,1,1
1980,49.7,-7.92,0.25,296.3,0,1,1
1981,48.4,0,-0.2,296.3,0,1,1
1982,46.8,-1.8,0.63,296.3,0,1,1
1984,45.2,0,-0.03,296.3,0,1,1
1985,43.7,-0.72,-0.14,296.3,0,1,1
1986,42.3,-7.56,0.51,296.3,0,1,1
1987,41.1,-7.02,-0.32,296.28,0,1,1
1988,39.9,-2.52,0.1,296.24,0,1,1
1989,39,8.28,-0.02,296.2,0,1,1
1990,38.1,6.12,-0.36,296.2,0,1,1
1991,37.1,8.82,-0.1,296.2,0,1,1
1992,36.1,3.6,-0.9,296.2,0,1,1
1993,35.6,10.08,0.02,296.2,0,1,1
1994,35,19.08,-0.52,296.2,0,1,1
1995,35,20.88,-1.07,296.2,0,1,1
1996,35,32.4,-0.47,296.2,0,1,1
1996,34.7,39.96,-1.25,296.18,0,1,1
1997,34.4,38.16,-1.09,296.14,0,1,1
1998,34.5,42.3,-1.34,296.1,0,1,1
1999,34.6,49.32,-1.12,296.1,0,1,1
1999,35.1,46.62,-1.3,296.1,0,1,1
2000,35.5,40.68,-0.89,296.1,0,1,1
2001,34.9,45.9,-1.37,296.1,0,1,1
2002,34.4,48.6,-1.04,296.1,0,1,1
2002,35,27.72,-0.83,296.1,0,1,1
2003,35.6,17.64,-0.81,296.1,0,1,1
2004,35.3,15.3,-0.26,296.1,0,1,1
2004,35,-2.52,-0.15,296.1,0,1,1
2005,35.1,-13.32,0.4,296.1,0,1,1
2006,35.3,-19.08,0.5,296.1,0,1,1
2006,34.5,-33.12,0.89,296.1,0,1,1
2007,33.8,-18,0.51,296.1,0,1,1
2008,33.4,-20.34,0.96,296.1,0,1,1
2009,32.9,-42.84,1.21,296.1,0,1,1
2009,32.8,-41.22,1,296.1,0,1,1
2010,32.8,-29.88,0.36,296.1,0,1,1
2011,32.3,-42.12,1.18,296.12,0,1,1
2012,31.9,-51.48,1.57,296.16,0,1,1
2013,32.1,-48.96,1.18,296.2,0,1,1
2013,32.3,-44.64,2.04,296.2,0,1,1
2014,32.5,-52.38,1.82,296.2,0,1,1
2015,32.6,-60.84,0.81,296.2,0,1,1
2015,31.4,-36.54,1.17,296.2,0,1,1
2016,30.2,-9.72,0.49,296.2,0,1,1
2017,30.5,-9.72,1.02,296.2,0,1,1
2017,30.7,-14.4,0.47,296.2,0,1,1
2018,31.3,-7.92,-0.17,296.2,0,1,1
2019,31.9,-6.84,0.39,296.2,0,1,1
2019,32.7,-8.1,0.46,296.2,0,1,1
2020,33.5,-9.72,-0.06,296.2,0,1,1
2021,33.4,-4.68,0.23,296.2,0,1,1
2022,33.3,4.32,-0.56,296.2,0,1,1
2022,33.9,12.42,-0.77,296.2,0,1,1
2023,34.5,35.64,-1,296.2,0,1,1
2024,34,50.4,-1,296.2,0,1,1
2024,33.5,44.28,-1.19,296.2,0,1,1
2025,33.7,49.86,-1.67,296.2,0,1,1
2026,33.9,63.72,-1.25,296.2,0,1,1
2026,33.2,56.34,-2.07,296.2,0,1,1
2027,32.4,44.64,-0.68,296.2,0,1,1
2028,32.2,53.64,-1.33,296.2,0,1,1
2029,32,55.8,-0.9,296.2,0,1,1
2029,31.9,43.92,-1.44,296.2,0,1,1
2030,31.7,41.04,-1.09,296.2,0,1,1
2031,31.9,36.72,-0.97,296.2,0,1,1
2031,32.1,24.48,-1.22,296.2,0,1,1
2032,32.4,18.18,-0.74,296.2,0,1,1
2033,32.7,18,-0.75,296.2,0,1,1
2034,33.2,14.4,-0.3,296.2,0,1,1
2034,33.6,10.8,-0.43,296.2,0,1,1
2035,34.5,10.08,-0.28,296.2,0,1,1
2036,35.4,9.72,-0.3,296.22,0,1,1
2036,35.6,7.92,-0.31,296.26,0,1,1
2037,35.7,2.16,0.3,296.3,0,1,1
2038,36.8,-8.64,0.17,296.3,0,1,1
2039,37.8,-21.24,0.74,296.3,0,1,1
2039,37.8,-27.18,0.83,296.3,0,1,1
2040,37.7,-30.6,0.95,296.3,0,1,1
2041,38.2,-43.74,1.51,296.3,0,1,1
2042,38.7,-49.32,1.17,296.3,0,1,1
2043,40.2,-43.38,1.17,296.3,0,1,1
2044,41.7,-43.2,0.99,296.3,0,1,1
2044,39.5,-42.3,1.32,296.3,0,1,1
2045,37.4,-31.68,0.85,296.3,0,1,1
2046,37.4,-22.68,0.93,296.3,0,1,1
2047,37.5,-23.4,1.22,296.3,0,1,1
2048,37.6,-20.52,0.82,296.3,0,1,1
2049,37.8,-11.16,0.39,296.3,0,1,1
2049,38.7,-12.96,0.69,296.3,0,1,1
2050,39.7,-14.76,0.48,296.3,0,1,1
2051,39.9,-14.76,0.28,296.3,0,1,1
2052,40.1,-17.64,0.4,296.3,0,1,1
2053,40.8,-14.4,0.85,296.3,0,1,1
2054,41.5,-14.4,0.88,296.3,0,1,1
2055,41.9,-12.24,0.44,296.3,0,1,1
2055,42.4,-2.52,-0.27,296.3,0,1,1
2056,43,4.86,0.02,296.3,0,1,1
2057,43.7,14.76,0.06,296.3,0,1,1
2058,44,18.54,-0.54,296.3,0,1,1
2059,44.4,12.6,-0.56,296.3,0,1,1
2060,45,12.96,-0.46,296.3,0,1,1
2061,45.5,14.4,0.01,296.3,0,1,1
2062,46.2,10.8,-0.43,296.3,0,1,1
2063,46.9,13.32,-0.74,296.3,0,1,1
2064,47.4,12.24,-0.55,296.3,0,1,1
2065,47.9,10.44,-0.6,296.3,0,1,1
2066,48.3,13.32,-0.52,296.3,0,1,1
2067,48.7,12.24,-0.65,296.3,0,1,1
2068,49.7,12.06,-0.59,296.3,0,1,1
2069,50.7,12.96,-0.53,296.3,0,1,1
2070,50.7,8.46,-0.31,296.3,0,1,1
2071,50.7,5.76,-0.23,296.3,0,1,1
2073,51.2,0.9,-0.24,296.3,0,1,1
2074,51.6,0,0.13,296.3,0,1,1
2075,52,0,0.04,296.3,0,1,1
2076,52.4,1.8,0.08,296.3,0,1,1
2077,52.8,2.16,0.01,296.3,0,1,1
2078,53.3,0,-0.01,296.3,0,1,1
2079,53.8,-5.76,0.17,296.3,0,1,1
2081,54.3,-5.76,0.08,296.3,0,1,1
2082,54.5,-5.04,0.1,296.3,0,1,1
2083,54.6,-3.96,0.21,296.3,0,1,1
2084,54.7,-2.7,0.22,296.3,0,1,1
2085,54.9,-1.8,0.16,296.3,0,1,1
2087,55.3,-1.62,0.39,296.3,0,1,1
2088,55.6,-2.16,0.27,296.3,0,1,1
2089,55.8,-0.9,-0.03,296.3,0,1,1
2090,56,-1.44,0.38,296.3,0,1,1
2092,56.1,0,0.02,296.3,0,1,1
2093,56.2,0,-0.3,296.3,0,1,1
2094,56.4,2.88,0,296.3,0,1,1
2095,56.7,3.24,0.13,296.3,0,1,1
2097,56.8,1.98,-0.06,296.3,0,1,1
2098,56.9,1.44,0.25,296.3,0,1,1
